review_id;purchase_date;item_id;item_name;category;sub_category;total_price;promo_code;sales_after_promo
4636;03/12/2022;313;Luxcrime Ulti-Matte Oil Control Setting Spray - 50 ml;Make-up;Setting Spray;145360;GRATIS_ONGKIR;140360
4637;15/12/2022;45;Hi-Cook Water Pump/Pompa Galon Manual Tipe WP-M1;Kitchen Equipment;Pompa Galon;36000;END_YEAR;21000
4638;10/12/2022;360;SOMETHINC Under Control HD Blur Loose Setting Powder - Beige;Make-up;Bedak Wajah;230000;;
4639;11/12/2022;400;VENTOLIN 2.5MG NEBULES 4`S/SALBUTAMOL/ASMA/SESAK NAFAS;Medicine;Obat Lainnya;156000;;
4640;26/12/2022;405;BAMGETOL 200 MG BOX 100 TABLET;Medicine;Obat Kulit;290982;CHRISTMAS;275982
4641;12/12/2022;120;Kartu Proximity RFID EM Card 125KHz;Electronics;Kartu RFID;3380;;
4642;04/12/2022;437;GLIMEPIRIDE HEXPHARM 2 MG BOX 100 TABLET;Medicine;Obat Lainnya;43448;END_YEAR;28448
4643;01/12/2022;226;Lumino Jaket Hoodie wanita - Jaket Parasut Hoodie Wanita - Mustard, M;Fashion Wanita;Jacket Wanita;92000;AWAL_GAJIAN;77000
4644;15/12/2022;253;Blazer Wanita / Blazer Big Size / Blazer Eta - Abu-abu;Fashion Wanita;Blazer Wanita;98800;GRATIS_ONGKIR;93800
4645;18/12/2022;222;GDFLLW Corduroy Mens Trucker Jackett - Brown, S;Fashion Pria;Jaket Pria;229000;;
4646;13/12/2022;325;PIGEON Compact Powder + UV Protection Refill / Bedak Remaja - UV NATURAL;Make-up;Bedak Wajah;27000;END_YEAR;12000
4647;03/12/2022;185;X Urband Absolute Jaket Sukajan Embroidery Two In One A215 - CREAM, XS;Fashion Pria;Jaket Pria;480000;;
4648;05/12/2022;114;GREEN LASER POINTER / LASER HIJAU POINTER / LASER 303;Electronics;Laser Pointer;55000;GRATIS_ONGKIR;50000
4649;12/12/2022;318;PIXY Stay Last Serum Foundation 4 Beauty Benefits 03 Natural Beige;Make-up;Foundation;149625;;
4650;06/12/2022;220;Outerwear Pria Erigo Hoodie Godfrey Fleece Black - M;Fashion Pria;Hoodie  Pria;585000;GRATIS_ONGKIR;580000
4651;14/12/2022;298;Atasan Wanita Bahan Rajut Cardigan Import - CardiGCBiru;Fashion Wanita;Cardigan Wanita;142000;;
4652;02/12/2022;417;mGanik Multigrain Obat Penurun Gula Darah Kencing Manis ORIGINAL - Multigrain;Medicine;Obat Diabetes;275000;GRATIS_ONGKIR;270000
4653;24/12/2022;368;MOP - Microblur Translucent Loose Powder;Make-up;Bedak Wajah;477000;GRATIS_ONGKIR;472000
4654;04/12/2022;141;cetak id card satuan;Electronics;Mesin Jilid;11250;END_YEAR;-3750
4655;29/12/2022;317;SOMETHINC Copy Paste Breathable Mesh Cushion SPF 33 PA++ - Serene Refill;Make-up;Cushion;296250;CHRISTMAS;281250
4656;23/12/2022;195;JAKET OUTDOOR PRIA JAKET MOTOR ANTI AIR JAKET MILITER FASHION PRIA - hijau army, M;Fashion Pria;Jaket Pria;238000;;
4657;21/12/2022;285;JAKET PARKA BB - JAKET PARKA BOLAK BALIK WANITA - Navy maroon, L;Fashion Wanita;Jaket Parka Wanita;156000;GRATIS_ONGKIR;151000
4658;30/12/2022;198;jaket rompi motor parasut - hitam, M - Hitam, M;Fashion Pria;Vest Pria;39500;CHRISTMAS;24500
4659;18/12/2022;327;Bless Acne Face Powder - IVORY;Make-up;Bedak Wajah;77250;;
4660;19/12/2022;192;Jaket jubah pria wanita/ Jaket musim dingin/ Jaket musim salju - Hitam, S;Fashion Pria;Coat Pria;887550;END_YEAR;872550
4661;15/12/2022;50;Timbangan Emas Digital Mini Kapasitas 0.1g/500g 0.01gr/200gram - 0.1g/500g;Kitchen Equipment;Timbangan Dapur;61998;;
4662;19/12/2022;206;Cotton Goods Jacket Parka Parasut - ARMY, L;Fashion Pria;Jaket Pria;379800;GRATIS_ONGKIR;374800
4663;09/12/2022;325;PIGEON Compact Powder + UV Protection Refill / Bedak Remaja - UV NATURAL;Make-up;Bedak Wajah;54000;END_YEAR;39000
4664;27/12/2022;159;rompi outdoor/rompi pria/rompi parasut/best pria/rompi lapangan/rompi - hijau army, S;Fashion Pria;Vest Pria;240000;;
4665;06/12/2022;174;LIVEHAF - Trucker Canvas Jacket Dark Gray - S;Fashion Pria;Hoodie  Pria;399998;GRATIS_ONGKIR;394998
4666;21/12/2022;363;Inez Refill Precious Powdery Cake /PPC / Two Way Cake  Natural 01;Make-up;Bedak Wajah;146880;;
4667;09/12/2022;337;BNB barenbliss Korean Bloomatte True Beauty Inside Cushion - 01 Light Petal;Make-up;Cushion;405300;;
4668;07/12/2022;84;Deli Laser Pointer Wireless alat presentasi berbentuk pen 30m 2802 - Hitam;Electronics;Laser Pointer;107000;GRATIS_ONGKIR;102000
4669;10/12/2022;87;Joyko Price Labeller 1 BARIS / Alat Label Harga Cetak Lebel MX-5500M;Electronics;Mesin Jilid;125970;GRATIS_ONGKIR;120970
5479;27/12/2022;362;Gule - BARE Cushion - Shade 04-Kav;Make-up;Cushion;378000;;
4670;06/12/2022;363;Inez Refill Precious Powdery Cake /PPC / Two Way Cake  Natural 01;Make-up;Bedak Wajah;146880;END_YEAR;131880
4671;17/12/2022;227;CHESS OUTER CARDIGAN MSMO - Putih;Fashion Wanita;Cardigan Wanita;210000;;
4672;13/12/2022;264;Jaket Bomber Bolak Balik Premium - ElviraBercak;Fashion Wanita;Jacket Wanita;358000;;
4673;05/12/2022;150;Kain Layar Proyektor Tempel Dinding Anti-light Ambient Screen Silver - 60;Electronics;Layar Proyektor;297000;GRATIS_ONGKIR;292000
4674;28/12/2022;261;ECINOS: Oversized Blazer Set - Beige, Blazer only;Fashion Wanita;Blazer Wanita;597000;;
4675;11/12/2022;91;Paket Kasir A Cash Drawer + Printer RPP02 + Kertas Struk 58mm;Electronics;Mesin Kasir;998000;GRATIS_ONGKIR;993000
4676;03/12/2022;356;Emina Pore Ranger 20 mL - Primer Translucent Matte Samarkan Pori-Pori;Make-up;Face Primer;102960;;
4677;27/12/2022;204;Troveast Jaket Parasut Outdoor Waterproof - Trov Maron Grey, L;Fashion Pria;Jaket Pria;338000;CHRISTMAS;323000
4678;03/12/2022;374;O.TWO.O Makeup Blush Stick Hydrating Gloss Lip & Cheek 6 Colors Beauty - 05 OBSESSED;Make-up;Blush On;106000;;
4679;05/12/2022;441;Sido Muncul Esemag Cair 5x5's - Sakit Perut Lambung Maag Perih;Medicine;Obat Herbal;93884;GRATIS_ONGKIR;88884
4680;29/12/2022;113;Mesin Laminating A4 / F4 ( 230 mm ) 822 Fitur Combo Laminating + Paper;Electronics;Mesin Laminating;185000;CHRISTMAS;170000
4681;17/12/2022;442;SUVESCO 10 MG BOX 20 TABLET;Medicine;Obat Lainnya;24796;;
4682;21/12/2022;129;Kartu RFID 13,56 MHz S50 1K / M1fare compatible;Electronics;Kartu RFID;5010;END_YEAR;-9990
4683;18/12/2022;187;SANRES SWEATER HOODIE DEWASA CEWEK COWOK HOODIE DISTRO BEAR - Putih, L;Fashion Pria;Hoodie  Pria;130000;;
4684;16/12/2022;90;Tissor T1100C Mesin Penghitung Uang - Alat Hitung Uang Money Counter - 1 unit T1100C;Electronics;Mesin Hitung Uang;1799800;END_YEAR;1784800
4685;12/12/2022;24;Scale Kitchen Timbangan Dapur Digital SF 400 Max 10 KG Bahan Kue camry;Kitchen Equipment;Timbangan Dapur;91800;HARBOLNAS;61800
4686;20/12/2022;202;Jaket pria kantor formal casual TRENDY - Abu-abu, S;Fashion Pria;Jaket Pria;390000;GRATIS_ONGKIR;385000
4687;14/12/2022;431;NaCl 500 ml ( Sodium Chloride Solution for infusion 0.9% ) [BOTOL];Medicine;Obat Lainnya;9200;;
4688;04/12/2022;18;MIYAKO Dispenser Panas & Normal WD-185H;Kitchen Equipment;Dispenser Air;250000;END_YEAR;235000
4689;31/12/2022;158;Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L;Fashion Pria;Coat Pria;299800;END_YEAR;284800
4690;17/12/2022;42;Filter air siap minum buat rumah tangga Nazava Murni;Kitchen Equipment;Water Purifier;376000;;
4691;18/12/2022;358;Maybelline Instant Age Rewind Eraser + Concealer Make Up - Fair;Make-up;Concealer & Color Corrector;232500;END_YEAR;217500
4692;20/12/2022;96;Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935;Electronics;Mesin Penghancur Kertas;231000;;
4693;25/12/2022;3;Timbangan Dapur Digital Waterproof Kitchen Scale Premium 10Kg/1Gr;Kitchen Equipment;Timbangan Dapur;330000;;
4694;23/12/2022;335;Skintific Cover All Perfect Cushion SPF 35 PA+++Foundation Flawless - Ivory- Refill;Make-up;Bedak Wajah;274000;GRATIS_ONGKIR;269000
4695;04/12/2022;139;Deli Penghancur Kertas Paper Shredder Kapasitas 6 Lembar 12 Ltr E9945;Electronics;Mesin Penghancur Kertas;980000;GRATIS_ONGKIR;975000
4696;27/12/2022;259;CARDIGAN WANITA RAJUT OVERSIZE OUTWEAR - CARDIGAN KNIT - MAROON;Fashion Wanita;Cardigan Wanita;62400;;
4697;30/12/2022;71;Roda kulkas Alas kulkas Alas mesin cuci alas lemari es Doble roda;Kitchen Equipment;Sarung Kulkas;465000;;
4698;25/12/2022;91;Paket Kasir A Cash Drawer + Printer RPP02 + Kertas Struk 58mm;Electronics;Mesin Kasir;499000;CHRISTMAS;484000
4699;30/12/2022;280;Cute Girl XXL Jaket Zipper Wanita Oversize Jacket Bigsize Korean Style - Mint, XXL;Fashion Wanita;Jacket Wanita;113800;CHRISTMAS;98800
4700;11/12/2022;357;STUDIO TROPIK BB Size DreamSetter Pollution Protection Make-up Setting;Make-up;Setting Spray;59000;END_YEAR;44000
4701;11/12/2022;7;Timbangan Dapur Mangkok / Timbangan Digital - Digital Electronic Kitch;Kitchen Equipment;Timbangan Dapur;59800;;
4702;29/12/2022;58;Refill Pureit Germkill Kit 3000 L Pure It Germ Kill GKK Classic 3000L;Kitchen Equipment;Water Purifier;898000;CHRISTMAS;883000
4703;21/12/2022;336;MAKE OVER Powerstay 24H Weightless Liquid Foundation 40ml - Foundation - W30 Creme Beige;Make-up;Foundation;147420;GRATIS_ONGKIR;142420
4704;17/12/2022;132;Alat Linting / Hand Roller / Rolling Paper - Zig Zag (Akrilik & Kain) - Plastik Serep;Electronics;Mesin Penghancur Kertas;1000;GRATIS_ONGKIR;-4000
4705;18/12/2022;192;Jaket jubah pria wanita/ Jaket musim dingin/ Jaket musim salju - Hitam, S;Fashion Pria;Coat Pria;591700;;
4706;18/12/2022;12;Regulator Meter Gas LPG Star Cam Tekanan Rendah StarCam SC-23M;Kitchen Equipment;Regulator & Penghemat Gas;218000;GRATIS_ONGKIR;213000
4707;28/12/2022;47;Pompa Galon Air Minum Elektrik Led - Dispenser Air Minum;Kitchen Equipment;Pompa Galon;22000;;
4708;15/12/2022;161;LIVEHAF - Trucker Canvas Jacket Milo - L;Fashion Pria;Hoodie  Pria;399998;END_YEAR;384998
4709;07/12/2022;31;Tap Smart Pompa Galon Electric Dispenser Air Minum Water Pump Elektrik;Kitchen Equipment;Pompa Galon;137776;GRATIS_ONGKIR;132776
4710;15/12/2022;390;Sido Muncul Herbal Sari Temulawak - Hati Sehat Antioksidan Hepatitis;Medicine;Obat Herbal;131746;GRATIS_ONGKIR;126746
4711;20/12/2022;227;CHESS OUTER CARDIGAN MSMO - Putih;Fashion Wanita;Cardigan Wanita;315000;END_YEAR;300000
4712;23/12/2022;52;Sanken Dispenser Galon Bawah HWD 520 IC HWD-520IC;Kitchen Equipment;Dispenser Air;4245000;;
4713;21/12/2022;65;MIYAKO Pompa Galon Air Rechargeable AWD-200 - Hitam;Kitchen Equipment;Pompa Galon;119800;GRATIS_ONGKIR;114800
4714;04/12/2022;362;Gule - BARE Cushion - Shade 04-Kav;Make-up;Cushion;567000;;
4715;09/12/2022;278;Festa Jaune;Fashion Wanita;Vest Wanita;150000;END_YEAR;135000
4716;21/12/2022;373;MAKE OVER Powerstay Total Cover Matte Cream Foundation 12 g - N50 Tan;Make-up;Foundation;124000;GRATIS_ONGKIR;119000
4717;02/12/2022;278;Festa Jaune;Fashion Wanita;Vest Wanita;450000;END_YEAR;435000
4718;30/12/2022;440;Sanmol 120 mg/5 ml Sirup 60 ml (Demam, Nyeri);Medicine;Obat Sakit Kepala & Demam;31400;;
4719;12/12/2022;410;CLOPIDOGREL OGB DEXA MEDICA 75 MG BOX 30 TABLET;Medicine;Obat Alergi;80250;;
4720;24/12/2022;251;CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON;Fashion Wanita;Cardigan Wanita;69900;END_YEAR;54900
4721;06/12/2022;25;Selang & Regulator Gas Quantum QRL - 032;Kitchen Equipment;Regulator & Penghemat Gas;94000;;
4722;27/12/2022;127;Deli Penghancur kertas Paper Shredder kapasitas 10 lembar 23 ltr E9952;Electronics;Mesin Penghancur Kertas;5097000;;
4723;11/12/2022;26;REGULATOR WINN GAS W181 M LPG Tekanan Tinggi High Pressure + Meteran;Kitchen Equipment;Regulator & Penghemat Gas;224850;END_YEAR;209850
4724;20/12/2022;334;SKINTIFIC Cover All Perfect Cushion - 02 Ivory;Make-up;Cushion;356644;END_YEAR;341644
4725;15/12/2022;276;ROMPI RAJUT CABLE / ROMPI KEPANG WANITA TERBARU - MINT;Fashion Wanita;Vest Wanita;121500;;
4726;09/12/2022;422;Lo Han Kuo lohan kuo Lohankuo ssa;Medicine;Obat Batuk & Pilek;64500;END_YEAR;49500
4727;27/12/2022;245;Monellina Fashion Cardigan Panjang XXL Jumbo Murah Wanita Kekinian - Mocca, XXL;Fashion Wanita;Cardigan Wanita;55000;;
4728;26/12/2022;410;CLOPIDOGREL OGB DEXA MEDICA 75 MG BOX 30 TABLET;Medicine;Obat Alergi;53500;;
4729;22/12/2022;108;Cetak Kartu Nama 2 Sisi - Art Carton 190g, Tanpa Laminasi;Electronics;Mesin Jilid;70500;;
4730;09/12/2022;169;Human Greatness Hoodie Black - S;Fashion Pria;Hoodie  Pria;458000;;
4731;27/12/2022;297;Jaket Wanita Motif Polka Import - Hitam;Fashion Wanita;Jacket Wanita;310000;;
4732;07/12/2022;163;COMFY JACKET PRIA ORIGINAL PREMIUM - JAKET BOOMBER COMFY UNISEX - Hitam, S;Fashion Pria;Jaket Pria;65000;END_YEAR;50000
4733;05/12/2022;223;Jaket Tactical Pria Jaket Tad Free Logo Indonesia Garuda Anti Angin - Crem, M;Fashion Pria;Jaket Pria;124900;GRATIS_ONGKIR;119900
4734;12/12/2022;386;SCABIMITE CREAM 30GR;Medicine;Obat Lainnya;219000;;
4735;13/12/2022;184;House of Smith Jacket - Lasket Black 2 - 2XL;Fashion Pria;Jaket Pria;672000;;
4736;21/12/2022;55;Timbangan Dapur Mangkok 10KG / Timbangan Digital Kitchen Scale 10KG;Kitchen Equipment;Timbangan Dapur;31000;;
4737;15/12/2022;422;Lo Han Kuo lohan kuo Lohankuo ssa;Medicine;Obat Batuk & Pilek;64500;GRATIS_ONGKIR;59500
4738;25/12/2022;433;ATORVASTATIN 10MG TABLET 10'S gen-hj/KOLESTEROL/LEMAK DARAH;Medicine;Obat Lainnya;14800;;
4739;25/12/2022;121;PLASTIK LAMINATING F4 / LAMINATING FOLIO 100 MICRON AMANDA / XEHO;Electronics;Mesin Laminating;169380;;
4740;17/12/2022;114;GREEN LASER POINTER / LASER HIJAU POINTER / LASER 303;Electronics;Laser Pointer;55000;END_YEAR;40000
4741;11/12/2022;29;alat pembuka kaleng / can opener / alat pembuka botol / bukaan kaleng;Kitchen Equipment;Alat Pembuka Kaleng;105000;;
4742;24/12/2022;173;Jaket Shacket Pria Shacket Jacket Premium Jaket Trucker Semiparka Pria - Hitam, M;Fashion Pria;Jaket Pria;178000;;
4743;21/12/2022;412;obat luka diabetes luka bakar Koreng eksim Myrhax Salep Isi 20 gr;Medicine;Obat Diabetes;50000;END_YEAR;35000
4744;14/12/2022;5;THOME Timbangan Dapur Digital 10kg /QUALITY Kitchen Scale Kue Makanan - Black;Kitchen Equipment;Timbangan Dapur;254250;;
4745;08/12/2022;315;ESQA Flawless Cushion Serum SPF 50+ PA+++ - Milkshake;Make-up;Cushion;360750;GRATIS_ONGKIR;355750
4746;13/12/2022;447;BROTOWALI 100 Kapsul Herbal Anti Tumor Rematik Diabetes penyakit kulit;Medicine;Obat Diabetes;57000;END_YEAR;42000
4747;15/12/2022;174;LIVEHAF - Trucker Canvas Jacket Dark Gray - S;Fashion Pria;Hoodie  Pria;599997;END_YEAR;584997
4748;30/12/2022;434;SCABIMITE CREAM 30GR;Medicine;Obat Lainnya;143400;CHRISTMAS;128400
4749;19/12/2022;378;Kapsul Ekstrak Albumin Ikan Gabus Kutuk Olimex Original BPOM Asli;Medicine;Obat Herbal;145000;;
4750;04/12/2022;219;BOSTON VEST DENIM JACKET DARK INDIGO - S;Fashion Pria;Vest Pria;718200;GRATIS_ONGKIR;713200
4751;24/12/2022;76;Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935;Electronics;Mesin Penghancur Kertas;462000;GRATIS_ONGKIR;457000
4752;06/12/2022;29;alat pembuka kaleng / can opener / alat pembuka botol / bukaan kaleng;Kitchen Equipment;Alat Pembuka Kaleng;70000;END_YEAR;55000
4753;02/12/2022;74;Timbangan Digital Dapur 10kg Commercial Kitchen Scale Premium Quality - Putih;Kitchen Equipment;Timbangan Dapur;62000;;
4754;19/12/2022;69;Timbangan Digital Benz BZ 030 30kg - 40kg / Barang Buah Sayur Laundry;Kitchen Equipment;Timbangan Dapur;899997;;
4755;24/12/2022;203;Vest Rompi Jas Pria Formal Kerja Kantor Premium High Quality - Hitam, XXL;Fashion Pria;Vest Pria;169000;GRATIS_ONGKIR;164000
4756;26/12/2022;125;Standing Door Frame Banner 60x160 - ALAS BESI, 60 x 160;Electronics;Mesin Jilid;200000;;
4757;27/12/2022;24;Scale Kitchen Timbangan Dapur Digital SF 400 Max 10 KG Bahan Kue camry;Kitchen Equipment;Timbangan Dapur;91800;CHRISTMAS;76800
4758;15/12/2022;31;Tap Smart Pompa Galon Electric Dispenser Air Minum Water Pump Elektrik;Kitchen Equipment;Pompa Galon;137776;END_YEAR;122776
4759;15/12/2022;166;Rompi Kain Katun Pria - Rompi lapangan - Rompi outdoor Murah - Khaki, L;Fashion Pria;Vest Pria;208500;GRATIS_ONGKIR;203500
4760;06/12/2022;354;YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508;Make-up;Foundation;99000;;
4761;19/12/2022;213;Rompi Motor Polos X Urband A316 - Marun, M;Fashion Pria;Vest Pria;170000;GRATIS_ONGKIR;165000
4762;06/12/2022;71;Roda kulkas Alas kulkas Alas mesin cuci alas lemari es Doble roda;Kitchen Equipment;Sarung Kulkas;310000;END_YEAR;295000
4763;16/12/2022;65;MIYAKO Pompa Galon Air Rechargeable AWD-200 - Hitam;Kitchen Equipment;Pompa Galon;59900;END_YEAR;44900
4764;02/12/2022;56;REGULATOR WINN GAS LPG Tekanan Tinggi High Pressure w 181 nm;Kitchen Equipment;Regulator & Penghemat Gas;65500;END_YEAR;50500
4765;11/12/2022;103;Super Power Laser Pointer Green Beam (Bahan metal);Electronics;Laser Pointer;345000;END_YEAR;330000
4766;25/12/2022;197;X Urband Absolute Jaket Varsity Waterproof Baseball Bordir A218 - NAVY, M;Fashion Pria;Jaket Pria;375000;CHRISTMAS;360000
4767;06/12/2022;84;Deli Laser Pointer Wireless alat presentasi berbentuk pen 30m 2802 - Hitam;Electronics;Laser Pointer;107000;;
4768;23/12/2022;268;CARDIGAN BRUKAT || OUTER BRUKAT LENGAN BALON - Coksu;Fashion Wanita;Cardigan Wanita;119700;END_YEAR;104700
4769;12/12/2022;47;Pompa Galon Air Minum Elektrik Led - Dispenser Air Minum;Kitchen Equipment;Pompa Galon;44000;HARBOLNAS;14000
4770;19/12/2022;371;SUNISA Air cushian foundation BB cream BERKUALITAS - natural;Make-up;BB cream;58500;END_YEAR;43500
4771;22/12/2022;348;Madame Gie Halographic 2-in-1 Highlighter & Contour Stick - 01 Starlight;Make-up;Highlighter;64000;;
4772;01/12/2022;410;CLOPIDOGREL OGB DEXA MEDICA 75 MG BOX 30 TABLET;Medicine;Obat Alergi;80250;AWAL_GAJIAN;65250
4773;25/12/2022;301;MAKE OVER Silky Smooth Translucent Powder 35 g - Bedak Tabur - 06 Buttermilk;Make-up;Bedak Wajah;217500;;
4774;13/12/2022;449;Bio Insuleaf - Herbal Alami Atasi Kencing Manis Serta Diabetes Alami;Medicine;Obat Diabetes;585000;END_YEAR;570000
4775;14/12/2022;111;Paket komputer Kasir full set;Electronics;Mesin Kasir;3550000;GRATIS_ONGKIR;3545000
4776;12/12/2022;60;Holder Pengangkat Galon / Alat Angkat Air Galon Double Handle - Hijau;Kitchen Equipment;Pompa Galon;2380;HARBOLNAS;-27620
4777;19/12/2022;299;JAS WANITA/BLAZER WANITA/JAS KERJA - pink muda, S;Fashion Wanita;Blazer Wanita;170050;;
4778;23/12/2022;240;Sweater Candiez Oversize Wanita Sweatshirt Crewneck Switer Terkini - Denim - Mint, L;Fashion Wanita;Sweater Wanita;50500;END_YEAR;35500
4779;21/12/2022;61;Pompa sirup monin 8 ml, syrup pump, pompa syrup, pompa botol sirup - Hitam;Kitchen Equipment;Pompa Galon;19800;;
4780;30/12/2022;302;YOU NoutriWear+ Airy Fit Loose Powder - Classic Ivory;Make-up;Bedak Wajah;131400;;
4781;28/12/2022;431;NaCl 500 ml ( Sodium Chloride Solution for infusion 0.9% ) [BOTOL];Medicine;Obat Lainnya;9200;CHRISTMAS;-5800
4782;12/12/2022;141;cetak id card satuan;Electronics;Mesin Jilid;11250;;
4783;13/12/2022;92;MESIN ABSENSI / MESIN ABSEN / SIDIK JARI / FINGER PRINT A3 - Mesin Absen;Electronics;Mesin Absensi;400000;;
4784;29/12/2022;390;Sido Muncul Herbal Sari Temulawak - Hati Sehat Antioksidan Hepatitis;Medicine;Obat Herbal;197619;CHRISTMAS;182619
4785;17/12/2022;227;CHESS OUTER CARDIGAN MSMO - Putih;Fashion Wanita;Cardigan Wanita;315000;GRATIS_ONGKIR;310000
4786;15/12/2022;68;KARET GAS/Seal Karet Tabung Alat Pengaman Gas LPG Klep Tabung Silicon;Kitchen Equipment;Regulator & Penghemat Gas;6600;;
4787;29/12/2022;176;LIVEHAF - Trucker Canvas Jacket Light Cream - M;Fashion Pria;Hoodie  Pria;199999;CHRISTMAS;184999
4788;10/12/2022;47;Pompa Galon Air Minum Elektrik Led - Dispenser Air Minum;Kitchen Equipment;Pompa Galon;66000;;
4789;05/12/2022;151;Jaket Bomber Unisex Olahraga;Fashion Pria;Jaket Pria;397500;GRATIS_ONGKIR;392500
4790;09/12/2022;396;LO HAN KUO INFUSION / MINUMAN PENYEGAR/ PANAS DALAM / BATUK;Medicine;Obat Batuk & Pilek;49000;END_YEAR;34000
4791;15/12/2022;398;VENTOLIN INHALER 100 MCG 200 DOSIS;Medicine;Obat Lainnya;388500;END_YEAR;373500
4792;11/12/2022;126;Deli Mesin Absensi Sidik Jari bahasa indonesia - sampai 1000 E3960;Electronics;Mesin Absensi;960000;GRATIS_ONGKIR;955000
4793;28/12/2022;205;Hooligans Harrington Jacket Harry 21.1 Black - S;Fashion Pria;Jaket Pria;615000;CHRISTMAS;600000
4794;28/12/2022;42;Filter air siap minum buat rumah tangga Nazava Murni;Kitchen Equipment;Water Purifier;752000;CHRISTMAS;737000
4795;02/12/2022;73;T&W Pompa Air Galon Elektrik Dispenser Dengan Tatakan Water Pump - Putih;Kitchen Equipment;Pompa Galon;159800;;
4796;17/12/2022;290;Jfashion New Women Blazer With Lace Long SLeeve - Eve - Putih, ML;Fashion Wanita;Blazer Wanita;89900;GRATIS_ONGKIR;84900
4797;08/12/2022;377;Jelly Gamat Gold G Sea Cucumber 500 ml | 500ml |;Medicine;Obat Herbal;120000;;
4798;13/12/2022;251;CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON;Fashion Wanita;Cardigan Wanita;139800;END_YEAR;124800
4799;04/12/2022;174;LIVEHAF - Trucker Canvas Jacket Dark Gray - S;Fashion Pria;Hoodie  Pria;199999;END_YEAR;184999
4800;21/12/2022;9;Starcam Regulator Gas LPG Meter SC-23M Tekanan Rendah;Kitchen Equipment;Regulator & Penghemat Gas;207800;GRATIS_ONGKIR;202800
4801;19/12/2022;269;Jaket wanita zipper fleece peach polos sansscollection - peach, M;Fashion Wanita;Jacket Wanita;124800;;
4802;21/12/2022;425;VALENOR 2 TAB 1X2`S;Medicine;Obat Lainnya;36910;END_YEAR;21910
4803;04/12/2022;408;PULMICORT 0.5MG RESPULES 5'S/BUDESONIDE/ASMA/SESAK NAFAS;Medicine;Obat Asma;93000;GRATIS_ONGKIR;88000
4804;31/12/2022;413;Obat Herbal Sipilis - Kencing Nanah - Gonore Ampuh Triganos Bharata;Medicine;Obat Herbal;550000;END_YEAR;535000
4805;27/12/2022;102;Mesin Penghitung Uang Kozure MC-101 Money Counter Kozure;Electronics;Mesin Hitung Uang;894000;CHRISTMAS;879000
4806;20/12/2022;82;Tissor T1100L Mesin Penghitung Uang - Alat Hitung Uang Money Counter - T1100L-Red;Electronics;Mesin Hitung Uang;1099900;END_YEAR;1084900
4807;14/12/2022;422;Lo Han Kuo lohan kuo Lohankuo ssa;Medicine;Obat Batuk & Pilek;43000;GRATIS_ONGKIR;38000
4808;02/12/2022;225;hoodie sweater H&M pria dan wanita/hoodie hnm polos pria wanita - Hitam, M;Fashion Pria;Sweater Pria;72500;GRATIS_ONGKIR;67500
4809;31/12/2022;390;Sido Muncul Herbal Sari Temulawak - Hati Sehat Antioksidan Hepatitis;Medicine;Obat Herbal;131746;END_YEAR;116746
4810;31/12/2022;330;BLP - Face Concealer - 5g - Corrector - Honey;Make-up;Concealer & Color Corrector;278000;END_YEAR;263000
4811;04/12/2022;431;NaCl 500 ml ( Sodium Chloride Solution for infusion 0.9% ) [BOTOL];Medicine;Obat Lainnya;27600;GRATIS_ONGKIR;22600
4812;06/12/2022;367;SOMETHINC HOOMAN Breathable UV Cushion Cover SPF 35 PA++++ - HOO EclairRefil;Make-up;Foundation;296250;GRATIS_ONGKIR;291250
4813;16/12/2022;324;Evian Facial Spray [50/150/300ml] 100% ORI BPOM - 50ml;Make-up;Setting Spray;133800;END_YEAR;118800
4814;09/12/2022;381;FUFANG EJIAO JIANG 12 BOTOL KEMASAN BARU!! OBAT DEMAM BERDARAH;Medicine;Obat Sakit Kepala & Demam;653997;END_YEAR;638997
4815;12/12/2022;46;NANKAI Water Pump Electric charge Pompa Galon Air Minum Elektrik Led;Kitchen Equipment;Pompa Galon;57000;;
4816;04/12/2022;376;Salep Xi Yaopin Zhi Obat Oles Wasir Ambien Original;Medicine;Obat Kulit;168999;;
4817;11/12/2022;263;Jaket Bomber Gowes Import - orangee;Fashion Wanita;Jacket Wanita;138500;GRATIS_ONGKIR;133500
4818;18/12/2022;362;Gule - BARE Cushion - Shade 04-Kav;Make-up;Cushion;189000;;
4819;29/12/2022;418;XENICAL 120 MG blister 21 kAPSUL;Medicine;Obat Lainnya;493000;CHRISTMAS;478000
4820;19/12/2022;212;Stelan Camo Hunting Berburu Motif Pohon Baju Berburu Samaran Kamuflase - Realtree, M;Fashion Pria;Hoodie  Pria;195000;GRATIS_ONGKIR;190000
4821;28/12/2022;420;VALENOR 2 TAB 1X2`S/LEVONOGERSTROL/KONTRASEPSI DARURAT/KB;Medicine;Obat Lainnya;55365;;
